2024-04-24 01:10:33.852459
dataset='pajek-erdos'
prog='iCentral'
max_runs=1000
max_secs=40000

graph size: N=6927, E=11850
Subgraphing: lcc
Graph read time:
0.14535494707524776

Run times:
RS: 1547
RS: 1547
T: 22.112110731890425
M: 327.03515625

RS: 1919
RS: 1919
T: 25.9422949871514
M: 330.3671875

RS: 1686
RS: 1686
T: 23.250399288954213
M: 331.80859375

RS: 2105
RS: 2105
T: 28.337838787119836
M: 331.8203125

RS: 410
RS: 410
T: 5.396694347029552
M: 332.28125

RS: 1466
RS: 1466
T: 19.828662337968126
M: 332.3203125

RS: 2005
RS: 2005
T: 27.234324285993353
M: 332.3203125

RS: 1977
RS: 1977
T: 26.731736382003874
M: 332.3203125

RS: 146
RS: 146
T: 2.0743700659368187
M: 332.32421875

RS: 2119
RS: 2119
T: 28.59206764306873
M: 332.375

RS: 2106
RS: 2106
T: 28.617339197080582
M: 332.375

RS: 1999
RS: 1999
T: 27.09730602102354
M: 332.375

RS: 1843
RS: 1843
T: 25.279156821081415
M: 332.375

RS: 705
RS: 705
T: 9.08942341688089
M: 332.375

RS: 2090
RS: 2090
T: 28.237620292929932
M: 332.375

RS: 1896
RS: 1896
T: 25.87539491499774
M: 332.375

RS: 2122
RS: 2122
T: 28.796868328936398
M: 332.375

RS: 1872
RS: 1872
T: 25.34676707116887
M: 332.375

RS: 1648
RS: 1648
T: 22.67304351902567
M: 332.375

RS: 1718
RS: 1718
T: 23.79978147498332
M: 332.375

RS: 1418
RS: 1418
T: 19.76675169193186
M: 332.375

RS: 287
RS: 287
T: 3.9097301568835974
M: 332.375

RS: 2020
RS: 2020
T: 27.354799901833758
M: 332.375

RS: 1082
RS: 1082
T: 15.463400549953803
M: 332.375

RS: 1281
RS: 1281
T: 17.928714660927653
M: 332.375

RS: 1764
RS: 1764
T: 24.239902300061658
M: 332.3828125

RS: 277
RS: 277
T: 3.675963321933523
M: 332.3828125

RS: 490
RS: 490
T: 6.407938767923042
M: 332.41015625

RS: 1501
RS: 1501
T: 20.951278327032924
M: 332.921875

RS: 1927
RS: 1927
T: 26.22681100992486
M: 332.921875

RS: 2140
RS: 2140
T: 29.13746443600394
M: 332.921875

RS: 1500
RS: 1500
T: 20.79737203498371
M: 332.921875

RS: 2080
RS: 2080
T: 28.190305636962876
M: 332.921875

RS: 1719
RS: 1719
T: 23.56706163403578
M: 332.921875

RS: 1523
RS: 1523
T: 20.92907175491564
M: 332.921875

RS: 647
RS: 647
T: 8.365691878832877
M: 332.921875

RS: 1433
RS: 1433
T: 19.91150467703119
M: 332.921875

RS: 2000
RS: 2000
T: 26.823483045911416
M: 332.921875

RS: 1278
RS: 1278
T: 17.703769106883556
M: 332.921875

RS: 2095
RS: 2095
T: 28.29186903894879
M: 332.921875

RS: 1485
RS: 1485
T: 20.38681673607789
M: 332.921875

RS: 2100
RS: 2100
T: 28.129145591985434
M: 332.921875

RS: 2078
RS: 2078
T: 27.890006809029728
M: 332.921875

RS: 474
RS: 474
T: 6.233912217896432
M: 332.921875

RS: 1797
RS: 1797
T: 24.37462353007868
M: 332.921875

RS: 657
RS: 657
T: 8.460134161170572
M: 332.921875

RS: 444
RS: 444
T: 5.864194770110771
M: 332.921875

RS: 2134
RS: 2134
T: 28.501053543994203
M: 332.921875

RS: 1882
RS: 1882
T: 25.49956321483478
M: 332.921875

RS: 1792
RS: 1792
T: 24.328570829937235
M: 332.921875

RS: 1977
RS: 1977
T: 26.532950969878584
M: 332.921875

RS: 1415
RS: 1415
T: 19.478781839832664
M: 332.921875

RS: 2141
RS: 2141
T: 28.59048221586272
M: 332.921875

RS: 1522
RS: 1522
T: 20.869649328989908
M: 332.921875

RS: 1452
RS: 1452
T: 19.909013396129012
M: 332.921875

RS: 2101
RS: 2101
T: 28.237905758898705
M: 332.921875

RS: 2136
RS: 2136
T: 28.90705006197095
M: 332.921875

RS: 1291
RS: 1291
T: 18.363845545100048
M: 332.921875

RS: 2123
RS: 2123
T: 28.802188659785315
M: 332.921875

RS: 90
RS: 90
T: 1.423531104810536
M: 332.921875

RS: 362
RS: 362
T: 4.815160165075213
M: 332.921875

RS: 1534
RS: 1534
T: 21.082011210964993
M: 332.921875

RS: 1632
RS: 1632
T: 22.19726195000112
M: 332.921875

RS: 2024
RS: 2024
T: 27.09619512804784
M: 332.921875

RS: 2116
RS: 2116
T: 28.491214462090284
M: 332.921875

RS: 1447
RS: 1447
T: 19.805590093135834
M: 332.921875

RS: 2131
RS: 2131
T: 28.442979119019583
M: 332.921875

RS: 1950
RS: 1950
T: 26.368247592123225
M: 332.92578125

RS: 1797
RS: 1797
T: 24.4827268877998
M: 332.92578125

RS: 522
RS: 522
T: 6.808161583961919
M: 332.92578125

RS: 1472
RS: 1472
T: 20.298675197176635
M: 332.92578125

RS: 2137
RS: 2137
T: 28.559623362030834
M: 332.92578125

RS: 2118
RS: 2118
T: 28.3453736260999
M: 332.92578125

RS: 2013
RS: 2013
T: 26.98984991409816
M: 332.92578125

RS: 1628
RS: 1628
T: 22.26367358188145
M: 332.92578125

RS: 1879
RS: 1879
T: 25.25866936100647
M: 332.92578125

RS: 1633
RS: 1633
T: 22.34504603384994
M: 332.92578125

RS: 2124
RS: 2124
T: 28.450144925154746
M: 332.92578125

RS: 47
RS: 47
T: 0.838152487995103
M: 332.92578125

RS: 1657
RS: 1657
T: 22.94186103506945
M: 332.92578125

RS: 1334
RS: 1334
T: 18.677318380912766
M: 332.92578125

RS: 2131
RS: 2131
T: 28.612665968947113
M: 332.92578125

RS: 1509
RS: 1509
T: 20.75498529104516
M: 332.92578125

RS: 1834
RS: 1834
T: 24.884372810833156
M: 332.92578125

RS: 1426
RS: 1426
T: 19.656995211960748
M: 332.92578125

RS: 1872
RS: 1872
T: 25.29929896397516
M: 332.92578125

RS: 2145
RS: 2145
T: 28.787905236007646
M: 332.92578125

RS: 405
RS: 405
T: 5.326907075941563
M: 332.92578125

RS: 1634
RS: 1634
T: 22.44673955417238
M: 332.92578125

RS: 74
RS: 74
T: 1.1281125149689615
M: 332.92578125

RS: 38
RS: 38
T: 0.6733945109881461
M: 332.92578125

RS: 212
RS: 212
T: 2.9374045671429485
M: 332.9609375

RS: 2109
RS: 2109
T: 28.208864517044276
M: 332.9921875

RS: 275
RS: 275
T: 3.680463350843638
M: 332.9921875

RS: 2131
RS: 2131
T: 28.453302718000486
M: 332.9921875

RS: 2087
RS: 2087
T: 27.90643234597519
M: 332.9921875

RS: 1341
RS: 1341
T: 18.57848024298437
M: 332.9921875

RS: 2046
