2024-04-23 04:32:17.132898
dataset='elec'
prog='iCentral_p'
max_runs=1000
max_secs=40000

graph size: N=7066, E=100721
Subgraphing: lcc
Graph read time:
0.2994638120289892

Run times:
RS: 887
T: 4.0468339109793305
M: 5254.44140625

RS: 1579
T: 19.78111728397198
M: 6744.83203125

RS: 1322
T: 6.3129219429101795
M: 6147.54296875

RS: 1374
T: 8.024144069990143
M: 5842.3046875

RS: 1311
T: 7.089031944051385
M: 5519.4765625

RS: 1376
T: 8.956033582100645
M: 4876.171875

RS: 1586
T: 8.308905838988721
M: 6165.32421875

RS: 1489
T: 9.695809939876199
M: 6813.265625

RS: 1479
T: 8.481222027912736
M: 6490.4609375

RS: 3372
T: 68.40152106783353
M: 6193.87109375

RS: 1338
T: 6.270780605031177
M: 6854.734375

RS: 1027
T: 6.830275157932192
M: 5879.41015625

RS: 4068
T: 57.651177963009104
M: 5879.90234375

RS: 1289
T: 8.10069863894023
M: 6530.65234375

RS: 1418
T: 8.596208097180352
M: 6321.5390625

RS: 3183
T: 40.29207748896442
M: 6326.11328125

RS: 1121
T: 6.751860358053818
M: 5995.6015625

RS: 2221
T: 29.114992869086564
M: 5667.5078125

RS: 2579
T: 38.67842388898134
M: 4668.92578125

RS: 1482
T: 12.768704705871642
M: 5003.28125

RS: 1447
T: 6.545409660087898
M: 5996.59375

RS: 1223
T: 6.760748616885394
M: 5665.8671875

RS: 1586
T: 13.185580958845094
M: 6000.3125

RS: 2791
T: 54.32007856713608
M: 5997.58984375

RS: 1748
T: 10.943709795828909
M: 5950.4609375

RS: 1140
T: 10.610907315043733
M: 3971.94921875

RS: 2739
T: 28.567871881183237
M: 5946.3515625

RS: 2739
T: 57.56286539998837
M: 6607.5

RS: 1749
T: 18.909204608993605
M: 4960.328125

RS: 2749
T: 52.99432560498826
M: 5619.9609375

RS: 2377
T: 31.870132475858554
M: 4632.07421875

RS: 1562
T: 9.653982036979869
M: 5948.140625

RS: 902
