2024-04-23 04:21:00.938736
dataset='chess'
prog='iCentral_p'
max_runs=1000
max_secs=40000

graph size: N=7115, E=55779
Subgraphing: lcc
Graph read time:
0.2861824040301144

Run times:
RS: 1994
T: 50.63613498304039
M: 3756.16015625

RS: 2613
T: 38.59957085317001
M: 4431.43359375

RS: 2166
T: 22.272486409870908
M: 3696.640625

RS: 2601
T: 36.61036970699206
M: 5265.64453125

RS: 2784
T: 88.67194024892524
M: 5576.953125

RS: 2928
T: 87.05391309107654
M: 5896.6875

RS: 4168
T: 100.69630252406932
M: 5589.375

RS: 4942
T: 189.5840190409217
M: 5597.328125

RS: 3546
T: 121.70874806097709
M: 5707.59765625

RS: 3411
T: 90.06005962309428
M: 6035.31640625

RS: 1921
T: 22.79471425106749
M: 6698.08984375

RS: 4051
T: 124.78215974895284
M: 5423.140625

RS: 2143
T: 22.990249608876184
M: 5738.95703125

RS: 2050
T: 22.887065381975845
M: 6391.30859375

RS: 2253
T: 55.069829971995205
M: 6073.83984375

RS: 2324
T: 22.75495124189183
M: 5437.046875

RS: 2181
T: 19.415592677891254
M: 6395.41015625

RS: 1739
T: 21.89654597104527
M: 5438.83203125

RS: 3791
T: 105.9539089628961
M: 5120.625

RS: 2209
T: 49.69372786185704
M: 6075.046875

RS: 2335
T: 19.83313604700379
M: 5758.15625

RS: 5428
T: 235.54278568993323
M: 5121.22265625

RS: 3846
T: 157.41635414306074
M: 5758.66015625

RS: 4287
T: 167.1992002199404
M: 5758.7578125

RS: 4165
T: 129.06619726400822
M: 4806.90234375

RS: 2394
T: 82.28538757306524
M: 4505.8046875

RS: 2510
T: 40.831488067051396
M: 4826.7734375

RS: 2218
T: 16.20754047203809
M: 6112.25

RS: 5714
T: 210.5066755078733
M: 5787.0078125

RS: 1954
T: 15.213830606080592
M: 4827.64453125

RS: 1172
T: 11.647311375942081
M: 6434.36328125

RS: 3385
T: 76.35826531006023
M: 5148.25

RS: 2062
T: 37.04029001807794
M: 6429.5859375

RS: 1859
T: 14.092919046990573
M: 6749.82421875

RS: 4042
T: 142.20874074683525
M: 4508.5546875

RS: 1591
T: 12.840099509106949
M: 5790.671875

RS: 3330
T: 88.38597518298775
M: 5790.52734375

RS: 2451
T: 50.18353404500522
M: 6430.81640625

RS: 3233
T: 30.15174037683755
M: 5794.11328125

RS: 1986
T: 17.41609964496456
M: 5470.12890625

RS: 1920
T: 37.52581952116452
M: 5150.47265625

RS: 4522
T: 138.93300679000095
M: 5154.5234375

RS: 2359
T: 58.86154990806244
M: 5470.7265625

RS: 1863
T: 26.0040136128664
M: 5792.33203125

RS: 2300
T: 35.36762774013914
M: 5151.5390625

RS: 2995
T: 41.007324503036216
M: 6111.90234375

RS: 3574
T: 89.60006293887272
M: 6434.2109375

RS: 2785
T: 73.79406398301944
M: 5150.73828125

RS: 5483
T: 185.80866908002645
M: 5150.5703125

