2024-04-24 01:10:31.547446
dataset='topology'
prog='iCentral_p'
max_runs=1000
max_secs=40000

graph size: N=34761, E=107720
Subgraphing: lcc
Graph read time:
0.6466607768088579

Run times:
RS: 22453
T: 226.034182443982
M: 9195.171875

RS: 13634
T: 137.68776794499718
M: 9300.66796875

RS: 21386
T: 214.9847464961931
M: 9489.71484375

RS: 22938
T: 230.74819548008963
M: 9562.078125

RS: 6174
T: 64.49736908194609
M: 9461.2734375

RS: 21623
T: 219.33730488084257
M: 9448.65625

RS: 11337
T: 115.30472020013258
M: 9511.23828125

RS: 6500
T: 67.58100160397589
M: 9445.8984375

RS: 14350
T: 144.33305748109706
M: 9612.51171875

RS: 8919
T: 91.35124148987234
M: 9640.6796875

RS: 19146
T: 192.7507506920956
M: 9519.46875

RS: 11665
T: 118.11617486807518
M: 9691.40234375

RS: 21639
T: 217.04255834803917
M: 9571.51953125

RS: 12173
T: 123.89827986713499
M: 9652.3203125

RS: 22375
T: 224.54361640289426
M: 9691.34765625

RS: 17198
T: 174.30999439698644
M: 9520.01953125

RS: 19900
T: 198.50611046515405
M: 9756.140625

RS: 16392
T: 166.44387172185816
M: 9626.8359375

RS: 17660
T: 176.85695459484123
M: 9748.49609375

RS: 14992
T: 153.06700531579554
M: 9567.70703125

RS: 16706
T: 169.29907236713916
M: 9762.4296875

RS: 15126
T: 153.1868638037704
M: 9631.8203125

RS: 15776
T: 159.1412160631735
M: 9765.4765625

RS: 5096
T: 53.166572539834306
M: 9428.8046875

RS: 10400
T: 106.54757048701867
M: 9653.171875

RS: 2
T: 0.5827644679229707
M: 778.39453125

RS: 4804
T: 49.62339042406529
M: 9591.6640625

RS: 23554
T: 237.54788823705167
M: 9726.6953125

RS: 6659
T: 68.15944365505129
M: 9686.0859375

RS: 23560
T: 236.49210717505775
M: 9613.40625

RS: 8373
T: 84.85013881814666
M: 9807.8828125

RS: 6957
T: 72.13054647808895
M: 9503.64453125

RS: 1546
T: 17.334561571013182
M: 9573.35546875

RS: 8011
T: 82.6746674659662
M: 9605.35546875

RS: 3769
T: 39.71262739598751
M: 9580.41015625

RS: 10640
T: 108.82782343006693
M: 9622.9609375

RS: 1668
T: 18.116924131987616
M: 9565.08203125

RS: 11444
T: 115.66487938794307
M: 9587.65234375

RS: 23392
T: 233.13962107687257
M: 9687.1328125

RS: 8215
T: 83.07377205207013
M: 9610.29296875

RS: 18876
T: 186.82367218495347
M: 9655.234375

RS: 22410
T: 222.81062292610295
M: 9700.7109375

RS: 14027
T: 140.08886604500003
M: 9654.609375

RS: 16811
T: 168.36752796405926
M: 9714.91015625

RS: 16306
T: 161.05459967302158
M: 9674.48046875

RS: 22392
T: 221.28938848897815
M: 9712.359375

RS: 10534
T: 105.86269158520736
M: 9653.6328125

RS: 7339
T: 75.43109702714719
M: 9608.53515625

RS: 10622
T: 108.00198004511185
M: 9582.03515625

RS: 11169
T: 114.04499635589309
M: 9702.4296875

RS: 8022
T: 82.17984441993758
M: 9754.1171875

RS: 23415
T: 235.45557268802077
M: 9675.4921875

RS: 4032
T: 42.14379071095027
M: 9623.12890625

RS: 14119
T: 143.5941973410081
M: 9622.6328125

RS: 8344
T: 85.04374420596287
M: 9590.03125

RS: 19772
T: 198.84883475396782
M: 9706.8359375

RS: 6636
T: 68.42432513600215
M: 9809.83203125

RS: 22254
T: 223.55260144895874
M: 9812.8828125

RS: 16658
T: 167.49956273590215
M: 9863.859375

RS: 23282
T: 235.072883940069
M: 9684.609375

RS: 23351
T: 235.51177905290388
M: 9771.578125

RS: 10144
T: 102.74955192999914
M: 9640.59765625

RS: 23512
T: 235.00324579095468
M: 9713.3515625

RS: 8770
T: 89.81763154082
M: 9575.6953125

RS: 22414
T: 224.33573545585386
M: 9791.51953125

RS: 16444
T: 163.7667510898318
M: 9686.0703125

RS: 23209
T: 234.02218164806254
M: 9766.1875

RS: 9496
T: 96.53031412605196
M: 9660.8203125

RS: 6983
T: 71.14601822709665
M: 9841.5234375

RS: 15303
T: 154.5853979100939
M: 9661.30078125

RS: 6266
T: 65.31310102995485
M: 9676.70703125

RS: 12792
T: 129.76762855402194
M: 9757.09765625

RS: 22392
T: 226.36697444389574
M: 9693.4375

RS: 8214
T: 84.33556628413498
M: 9760.3046875

RS: 8565
T: 86.5563797368668
M: 9623.515625

RS: 18746
T: 188.7897427631542
M: 9705.01171875

RS: 12098
T: 122.29728966904804
M: 9683.8828125

