2024-04-24 01:10:33.027211
dataset='wikispeedia'
prog='iCentral'
max_runs=1000
max_secs=40000

graph size: N=4179, E=50500
Subgraphing: lcc
Graph read time:
0.4080773298628628

Run times:
RS: 1394
RS: 1394
T: 126.42008859314956
M: 341.80078125

RS: 1575
RS: 1575
T: 143.94095164397731
M: 339.5390625

RS: 1842
RS: 1842
T: 166.18208921002224
M: 342.921875

RS: 1266
RS: 1266
T: 119.65064261294901
M: 343.05859375

RS: 2520
RS: 2520
T: 227.86184569308534
M: 342.01953125

RS: 2008
RS: 2008
T: 184.76013754983433
M: 342.01953125

RS: 2507
RS: 2507
T: 229.6876742739696
M: 342.96484375

RS: 3379
RS: 3379
T: 303.4589495579712
M: 343.1328125

RS: 1671
RS: 1671
T: 152.3056715829298
M: 343.1328125

RS: 2095
RS: 2095
T: 186.94299202295952
M: 343.1328125

RS: 3059
RS: 3059
T: 276.1248105429113
M: 343.1328125

RS: 1520
RS: 1520
T: 139.69007428199984
M: 341.94140625

RS: 1151
RS: 1151
T: 106.0369105041027
M: 342.03515625

RS: 2646
RS: 2646
T: 241.53962845704518
M: 343.2890625

RS: 2325
RS: 2325
T: 207.6068198750727
M: 343.37890625

RS: 1010
RS: 1010
T: 90.5846473639831
M: 343.37890625

RS: 1483
RS: 1483
T: 132.14009469212033
M: 344.43359375

RS: 2134
RS: 2134
T: 192.35160139296204
M: 341.64453125

RS: 1550
RS: 1550
T: 142.46225371584296
M: 342.2734375

RS: 1524
RS: 1524
T: 136.01029601111077
M: 342.63671875

RS: 1792
RS: 1792
T: 162.3005744300317
M: 342.82421875

RS: 2573
RS: 2573
T: 234.35500642401166
M: 342.83203125

RS: 832
RS: 832
T: 77.09253180795349
M: 342.88671875

RS: 3088
RS: 3088
T: 274.77666194504127
M: 343.4140625

RS: 1269
RS: 1269
T: 117.91569616878405
M: 343.47265625

RS: 3804
RS: 3804
T: 341.5478190470021
M: 343.47265625

RS: 2119
RS: 2119
T: 195.03415861097164
M: 343.47265625

RS: 1537
RS: 1537
T: 135.1992701778654
M: 343.47265625

RS: 994
RS: 994
T: 85.96414503315464
M: 344.65625

RS: 2010
RS: 2010
T: 182.73983032885008
M: 344.7265625

RS: 1631
RS: 1631
T: 142.90671427408233
M: 344.7265625

RS: 1288
RS: 1288
T: 114.89070173492655
M: 344.7265625

RS: 1694
RS: 1694
T: 153.45650847395882
M: 344.7265625

RS: 981
RS: 981
T: 88.33421822194941
M: 344.7265625

RS: 996
RS: 996
T: 88.09148146794178
M: 344.7265625

RS: 2461
RS: 2461
T: 215.66756395599805
M: 344.7265625

RS: 1482
RS: 1482
T: 134.5962167470716
M: 344.7265625

RS: 1119
RS: 1119
T: 100.04705079295672
M: 344.7265625

RS: 2455
RS: 2455
T: 212.9474410021212
M: 344.7265625

RS: 1519
RS: 1519
T: 138.46508219698444
M: 344.7265625

RS: 3271
RS: 3271
T: 288.7602625901345
M: 344.7265625

RS: 2661
RS: 2661
T: 239.07629786012694
M: 344.7265625

RS: 1660
RS: 1660
T: 152.46135990181938
M: 344.7265625

RS: 2120
RS: 2120
T: 185.4409912249539
M: 344.7265625

RS: 1199
RS: 1199
T: 107.88862512796186
M: 344.7265625

RS: 2042
RS: 2042
T: 179.97728681913577
M: 344.7265625

RS: 2662
RS: 2662
T: 233.60418103192933
M: 344.7265625

RS: 1698
RS: 1698
T: 151.51853303285316
M: 350.73828125

RS: 1458
RS: 1458
T: 132.40130889602005
M: 350.74609375

RS: 2079
RS: 2079
T: 186.49795594695024
M: 345.2421875

RS: 995
RS: 995
T: 88.84145166096278
M: 345.4609375

RS: 2333
RS: 2333
T: 204.55881147808395
M: 345.4609375

RS: 1562
RS: 1562
T: 141.69629567302763
M: 350.7109375

RS: 1557
RS: 1557
T: 138.45544700790197
M: 357.921875

RS: 3102
RS: 3102
T: 275.5527656439226
M: 357.921875

RS: 2165
RS: 2165
T: 191.89228222402744
M: 344.0859375

RS: 1813
RS: 1813
T: 171.80563799198717
M: 344.0859375

RS: 1036
RS: 1036
T: 100.10847910493612
M: 344.0859375

RS: 1609
RS: 1609
T: 152.91699819103815
M: 344.0859375

RS: 2066
RS: 2066
T: 192.46046395995654
M: 344.0859375

RS: 1557
RS: 1557
T: 146.80971381696872
M: 344.11328125

RS: 1746
RS: 1746
T: 167.91016122000292
M: 344.66015625

RS: 1834
RS: 1834
T: 171.1249290672131
M: 344.66015625

RS: 1650
RS: 1650
T: 154.11418806412257
M: 349.953125

RS: 1268
RS: 1268
T: 121.46331196394749
M: 349.953125

RS: 1737
RS: 1737
T: 158.57086734310724
M: 349.953125

RS: 923
RS: 923
T: 84.13273210288025
M: 345.27734375

RS: 1456
RS: 1456
T: 136.45764052099548
M: 345.27734375

RS: 2313
RS: 2313
T: 215.18759191804565
M: 345.27734375

RS: 1616
RS: 1616
T: 146.77259982004762
M: 345.28125

RS: 3037
RS: 3037
T: 279.4070890019648
M: 345.28515625

RS: 727
RS: 727
T: 68.74837363092229
M: 345.28515625

RS: 1081
RS: 1081
T: 102.50392602197826
M: 345.28515625

RS: 2230
RS: 2230
T: 202.03702186909504
M: 345.28515625

RS: 2705
RS: 2705
T: 250.46403635200113
M: 345.28515625

RS: 1803
RS: 1803
T: 164.16170378401875
M: 345.28515625

RS: 2193
RS: 2193
T: 199.51551238400862
M: 345.28515625

RS: 1842
RS: 1842
T: 170.8624659178313
M: 345.28515625

RS: 1938
RS: 1938
T: 180.06906505301595
M: 345.28515625

RS: 1270
RS: 1270
T: 118.11658133403398
M: 345.28515625

RS: 1251
RS: 1251
T: 115.51683425391093
M: 345.28515625

RS: 1437
RS: 1437
T: 130.32030531205237
M: 345.28515625

RS: 1809
RS: 1809
T: 165.88900653086603
M: 345.2890625

RS: 1149
RS: 1149
T: 104.54762760386802
M: 345.2890625

RS: 1268
RS: 1268
T: 117.84784607798792
M: 353.953125

RS: 878
RS: 878
T: 81.93414403591305
M: 353.953125

RS: 1235
RS: 1235
T: 113.23183250194415
M: 345.7578125

RS: 1861
RS: 1861
T: 173.58675787900575
M: 345.7578125

RS: 2201
RS: 2201
T: 203.498015249148
M: 345.7578125

RS: 835
RS: 835
T: 79.3096652510576
M: 345.7578125

RS: 1304
RS: 1304
T: 116.79660184099339
M: 345.7578125

RS: 1652
RS: 1652
T: 154.20731725892983
M: 345.7578125

RS: 1558
RS: 1558
T: 145.6852796699386
M: 345.7578125

RS: 2468
RS: 2468
T: 223.3599407582078
M: 345.7578125

RS: 1694
RS: 1694
T: 157.49387853615917
M: 345.7578125

RS: 1847
RS: 1847
T: 171.98421088117175
M: 345.7578125

RS: 1895
RS: 1895
T: 169.47006558300927
M: 345.7578125

RS: 1953
RS: 1953
T: 181.61762443906628
M: 345.7578125

RS: 1998
RS: 1998
T: 187.57275580288842
M: 345.7578125

RS: 3259
RS: 3259
T: 300.23965723998845
M: 345.7578125

RS: 1587
RS: 1587
T: 149.50351265911013
M: 345.7578125

RS: 3718
RS: 3718
T: 341.13423234107904
M: 345.84375

RS: 1765
RS: 1765
T: 165.09421185287647
M: 346.75

RS: 1970
RS: 1970
T: 180.8197919819504
M: 346.75

RS: 1351
RS: 1351
T: 126.97343706898391
M: 346.75

RS: 2427
RS: 2427
T: 221.57595016388223
M: 346.75

RS: 1353
RS: 1353
T: 126.21169605106115
M: 346.75

RS: 1638
RS: 1638
T: 148.5313041061163
M: 346.75

RS: 1660
RS: 1660
T: 153.29692327603698
M: 346.75

RS: 3181
RS: 3181
T: 289.6489170298446
M: 346.75

RS: 2867
RS: 2867
T: 268.2080704639666
M: 346.75

RS: 2609
RS: 2609
T: 237.63858551415615
M: 346.75

RS: 1496
RS: 1496
T: 138.91539709689096
M: 346.75

RS: 821
RS: 821
T: 77.98656221595593
M: 346.75

RS: 1637
RS: 1637
T: 153.00933633488603
M: 346.75

RS: 1411
RS: 1411
T: 133.24300353811122
M: 346.75

RS: 2062
RS: 2062
T: 186.29133170493878
M: 346.75

RS: 1720
RS: 1720
T: 159.48907886096276
M: 346.75

RS: 1483
RS: 1483
T: 138.7537484180648
M: 346.75

RS: 2265
RS: 2265
T: 207.51505365106277
M: 346.75

RS: 2081
RS: 2081
T: 193.878951363964
M: 346.75

RS: 728
RS: 728
T: 69.20832108799368
M: 346.75

RS: 1141
RS: 1141
T: 107.14664231799543
M: 346.75

RS: 1846
RS: 1846
T: 172.94396267598495
M: 346.75

RS: 1156
RS: 1156
T: 102.25508715608157
M: 346.75

RS: 1003
RS: 1003
T: 94.89914625696838
M: 346.75

RS: 895
RS: 895
T: 80.3435211579781
M: 346.75

RS: 1746
RS: 1746
T: 162.0547641280573
M: 346.75

RS: 3684
RS: 3684
T: 336.92979077110067
M: 346.75

RS: 3158
RS: 3158
T: 293.73900925694034
M: 346.75

RS: 1810
RS: 1810
T: 165.99459308595397
M: 346.75

RS: 1359
RS: 1359
T: 126.24550533504225
M: 346.75

RS: 2091
RS: 2091
T: 195.83583628595807
M: 346.75

RS: 2090
RS: 2090
T: 190.99531763186678
M: 346.75

RS: 1759
RS: 1759
T: 161.8980332580395
M: 346.75

RS: 1832
RS: 1832
T: 171.51083808904514
M: 346.75

RS: 3120
RS: 3120
T: 285.59517047414556
M: 346.75

RS: 1751
RS: 1751
T: 161.26586511381902
M: 346.75

RS: 2102
RS: 2102
T: 192.56997674307786
M: 346.75

