2024-04-29 14:45:54.399412
dataset='elec'
max_runs=400
max_secs=40000
cores=32

graph size: N=7066, E=100667
Subgraphing: lcc
Graph read time:
0.24518160498701036

Current memory usage:
M: 195.82421875
Run times:
RS: 1691
T: 4.353702551044989

RS: 2164
T: 4.871293272997718

RS: 2395
T: 5.170649490028154

RS: 1330
T: 3.1693926109583117

RS: 1373
T: 3.773911516997032

RS: 1144
T: 2.9698791449773125

RS: 1705
T: 3.8209803919889964

RS: 2786
T: 6.049439323018305

RS: 1255
T: 2.796308659017086

RS: 987
T: 2.7231344410101883

RS: 787
T: 2.3397264850209467

RS: 1276
T: 2.91963369701989

RS: 1236
T: 3.1010688500246033

RS: 4068
T: 8.35538678697776

RS: 1718
T: 3.984408281976357

RS: 1289
T: 3.291045934020076

RS: 1418
T: 3.1293174799648114

RS: 3212
T: 7.575034984038211

RS: 1246
T: 2.964592061995063

RS: 2564
T: 5.258390978036914

RS: 2932
T: 6.289968817029148

RS: 1119
T: 3.244215493032243

RS: 1447
T: 3.042898664949462

RS: 1367
T: 3.7028678489732556

RS: 1708
T: 3.93830814602552

RS: 2843
T: 6.1239502929965965

RS: 2068
T: 4.910448701004498

RS: 1763
T: 4.097958301019389

RS: 1564
T: 3.6987676739809103

RS: 1195
T: 2.7597541689756326

RS: 1891
T: 4.36989122198429

RS: 1927
T: 4.558638827002142

RS: 2813
T: 5.858810652047396

RS: 1626
T: 3.759815680969041

RS: 902
T: 2.1113576579955406

RS: 1659
T: 4.383133777999319

RS: 3108
T: 6.596217937010806

RS: 1145
T: 2.641691158991307

RS: 1591
T: 3.939460585010238

RS: 1813
T: 3.977036911994219

RS: 1037
T: 2.7030286740045995

RS: 2668
T: 5.703752730041742

RS: 2899
T: 5.843964629049879

RS: 1536
T: 4.324013228993863

RS: 1230
T: 3.2579030810156837

RS: 1622
T: 3.5668500320171006

RS: 808
T: 2.6945908640045673

RS: 1731
T: 4.037835175055079

RS: 1348
T: 3.0178089400287718

RS: 1839
T: 4.778482922993135

RS: 1447
T: 3.38414613599889

RS: 1257
T: 3.404464893974364

RS: 1637
T: 3.8938469360000454

RS: 2614
T: 5.495865709031932

RS: 1909
T: 4.389610670041293

RS: 2939
T: 6.50227233703481

RS: 1589
T: 3.9630891989800148

RS: 970
T: 2.6578710700268857

RS: 1368
T: 3.293934885005001

RS: 2697
T: 6.632728508964647

RS: 1458
T: 3.423899012967013

RS: 1477
T: 3.982121699023992

RS: 970
T: 2.372487196000293

RS: 2672
T: 5.8295927189756185

RS: 4221
