2024-04-29 14:37:38.125353
dataset='elec'
max_runs=400
max_secs=40000
cores=4

graph size: N=7066, E=100667
Subgraphing: lcc
Graph read time:
0.30065985186956823

Current memory usage:
M: 196.9453125
Run times:
RS: 1691
T: 28.908485281979665

RS: 2164
T: 37.343808544799685

RS: 2395
T: 41.64072036300786

RS: 1330
T: 23.047191991005093

RS: 1373
T: 24.131233526859432

RS: 1144
T: 20.15980191505514

RS: 1705
T: 30.031079085776582

RS: 2786
T: 48.57351182005368

RS: 1255
T: 22.234405891038477

RS: 987
T: 17.94154702499509

RS: 787
T: 14.31721977586858

RS: 1276
T: 21.854540454922244

RS: 1236
T: 21.840529578039423

RS: 4068
T: 67.85408405517228

RS: 1718
T: 30.250731035135686

RS: 1289
T: 23.214468511985615

RS: 1418
T: 24.508521397132427

RS: 3212
T: 54.39783316710964

RS: 1246
T: 22.935724255163223

RS: 2564
T: 46.32448957487941

RS: 2932
T: 53.68403677106835

RS: 1119
T: 19.58161009894684

RS: 1447
T: 25.621336966985837

RS: 1367
T: 23.96157849091105

RS: 1708
T: 28.56022542808205

RS: 2843
T: 48.74175146315247

RS: 2068
T: 35.93937476398423

RS: 1763
T: 30.566119001014158

RS: 1564
T: 27.697757909074426

RS: 1195
T: 22.36117176990956

RS: 1891
T: 34.25898621417582

RS: 1927
T: 35.29633262194693

RS: 2813
T: 50.76789948507212

RS: 1626
T: 28.23820957308635

RS: 902
T: 15.297207728028297

RS: 1659
T: 28.611950390972197

RS: 3108
T: 51.4068572090473

RS: 1145
T: 19.943592951865867

RS: 1591
T: 27.42604860989377

RS: 1813
T: 32.969118382781744

RS: 1037
T: 19.02447288390249

RS: 2668
T: 47.22848211391829

RS: 2899
T: 48.67957113520242

RS: 1536
T: 28.524038966046646

RS: 1230
T: 22.89981048880145

RS: 1622
T: 29.24426014884375

RS: 808
T: 14.287048276048154

RS: 1731
T: 30.935805605025962

RS: 1348
T: 23.515917369164526

RS: 1839
T: 32.183232279960066

RS: 1447
T: 24.452477916842327

RS: 1257
T: 21.894972932059318

RS: 1637
T: 28.932893618941307

RS: 2614
T: 45.12457576789893

RS: 1909
T: 34.747266803868115

RS: 2939
T: 52.418036778923124

RS: 1589
T: 28.922001607948914

RS: 970
T: 18.28560782992281

RS: 1368
T: 26.349281061906368

RS: 2697
T: 45.71573949302547

RS: 1458
T: 25.043375387089327

RS: 1477
T: 24.794495641021058

RS: 970
T: 16.662425621878356

RS: 2672
T: 44.44282135087997

RS: 4221
T: 73.78598954482004

RS: 2755
